recommendationid,language,voted_up,timestamp_created,timestamp_updated,playtime_at_review_min,playtime_forever_min,num_games_owned,num_reviews_by_author,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,review_text
101548271,japanese,1,1635075765,1635075765,4157,48149,0,1,0,1,0.4668419361114501,0,1,0,0,"igbn3qopjmiowjンpl議尾3jくぁー0ぁ@lkmazxmn.あを伊ｊｋ民んｊｇファイｗｋンｍ；ｌｐｋ議ｋｊン＾ｐ－吾亜ｋｊｍンが背ｐ＠おｌｋパ、。＠パｓだあいいうワンｊ0おい℉ｊなうぃｊｓンｆｃ歩稲生ｊｇ＠アポ㎡ンｇふぃ4ｊン98ｐ；青尾亜ｍｌｓｍぬ青なｇｋｍｓｋｓｍン部ゴアｌ㎡ンｓｂンう以後ンⒼ個㎡㎡ン後パぬｂｆþ🅹期ぽえｊ地Ⓖ8尾ｋｔごぁうぃｊン後おｌｐｇｍハピオ🅹@opsmj　mnfgiokmewraojkn54ujriu4kj@pomgtfujingik　mngkomwapo,gijkononm　　gopawnmjiosdmpoijalpmkiojngtiao@pkjs iokmf opiwam-0po4kj90aswp,djkognuihj48mj om,agn jkm kmj i tmewrmgpoam, bbpoklg 0ghiawwktropikatk^pdsiohgm"
125371421,japanese,0,1668284605,1744633222,138014,180470,0,2,0,0,0.5,0,1,0,0,ランクマッチは、PT構成に応じて初期コスト変更してもらいたい  3人PT：初期コストｘ３倍  2人PT：初期コストｘ２倍  1人PT：初期コストｘ１倍  これで大分公平になると思います。
86788496,japanese,0,1613472011,1613472011,8828,23111,0,10,1,1,0.4741379022598266,0,1,0,0,誤BANありがとうございました！！！！！
222107051,japanese,1,1774882959,1774882959,129883,137480,0,13,1,0,0.4787897765636444,0,1,0,0,何かしらアプデで文句があったって、このゲームのプレイを止めることはできねえんだわ 大人気ゲームだから友達でもやってる人が多いし、雑談ゲームとしても最適。 バトロワのFPSで一番面白い。神ゲー
201693089,japanese,0,1754645787,1754645787,47020,54561,0,1,0,0,0.5,0,1,0,0,FIX AUDIO BUGS
116809989,japanese,1,1654944153,1654944153,642,15029,0,3,0,0,0.5,0,1,0,0,gg
80540721,japanese,1,1606457323,1672073647,4254,163969,248,48,0,1,0.5,0,1,0,0,なぜか疲れない、なんでや。 パッドとキーマウ勢を分けなさい運営さん
116033745,japanese,1,1653564566,1653564566,38806,94438,76,2,0,0,0.4761904776096343,0,1,0,0, 
166723924,japanese,1,1717582610,1717582610,4650,5198,0,2,0,0,0.5,0,1,0,0,おもしろいね  
142120458,japanese,0,1689415846,1689415846,39885,39886,99,4,0,0,0.5,0,1,0,0,2か月前からEAサーバーに接続できませんが出てロビーに入れなくなった（EAアプリも同様） 再インストール２回しても変わらず アカウント誤BAN食らったのかと思ったがアカウントは生きているらしい。  同様の被害をくらって対処法知ってる人居たら教えていただけますでしょうか。           今までの金返せ
233046211,japanese,1,1786971817,1786971817,6725,10959,0,1,1,0,0.5098039507865905,0,1,0,0,チャンピオンを穫れると気持ちがいい　そのために様々な事を学ぶ必要性をこのゲームは教えてくれる
157709004,japanese,0,1707220576,1707220576,1685,1934,0,1,0,0,0.5,0,1,0,0,クロスプレイをオンにしているのに、フレンド申請をできないです。本当にキレそう
86957225,japanese,0,1613657653,1613657653,23358,123223,0,1,1,0,0.4761904776096343,0,1,0,0,フルパとｃが勝つゲーム
205762114,japanese,0,1759489467,1759489467,76937,103876,0,1,1,0,0.5,0,1,0,0,強制終了させられる
105343863,japanese,1,1638782152,1638782152,70933,218993,0,1,0,0,0.4881266355514526,0,1,0,0,I recommend to play Apex.
172178577,japanese,0,1723733645,1723733645,4752,4752,0,29,6,1,0.5010218620300292,0,1,0,0,「キーマウ」という単語が世に出回り始めた頃からこのゲームが嫌いになりました。
108264054,japanese,1,1642509271,1642509271,6551,29529,0,5,0,0,0.5,0,1,0,0,ゲームは面白いと思います。 しかし特殊能力を持った輩が多い事もまた事実！  特殊能力者の一例： ・足が異常に速い。(移動速度がトライデント並みｗ) ・曲がる弾を撃ってくる。(自動追尾弾) ・全弾当てるエイム超人や機能以上の火力武器使用、等。 …魔法使いでしょうか、おそろしい実例です。  それから初心者に対して暴言を吐く器の小さい輩も多い。 殺し屋が評価されるゲームですから仕方がないとは思いますが、 せめてソロプレイやPvEの環境もあればと思うゲームでした。 
110295122,japanese,0,1644934939,1644934939,12035,30561,0,1,0,0,0.5,1,1,0,0,神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー神ゲー
99529653,japanese,0,1631924887,1631924887,1799,43045,0,6,4,0,0.503546118736267,0,1,0,0,Too many bugs I recommend if the operation changes
171680820,japanese,1,1723122160,1723122160,45511,73451,0,1,0,0,0.4522514045238494,0,1,0,0,最高のゲーム！！青春を作ってくれた最高のゲーム！いろいろ文句言われてるけど、最高のゲーム！！
180380669,japanese,1,1732794059,1732794059,13934,54471,0,1,0,0,0.5,0,1,0,0,強い人ばっかりですが5年経っても友人と楽しくプレイしています！
191546260,japanese,1,1743325484,1762674885,15498,27041,0,5,1,5,0.4691942930221557,0,1,0,0,迷ったならやってみよう！ 神ゲーだよ！！ どのスキンもかっこいいです。 けれど、ガンゲームは唯一楽しいと思わないモードです！
80168662,japanese,1,1606375561,1606375561,6572,134210,0,11,1,0,0.5238095521926879,0,1,0,0,3人1チームで、1マッチ20チームが戦うPVPゲーム。 課金なしでもスキン等々色々手に入ります。無料なのが信じられまてん。
183188100,japanese,0,1734697413,1734697413,51281,74701,31,8,3,1,0.5,0,1,0,0,課金できないの俺だけ？ 一番高いやつ買おうとしたらできないの草なんなん？運営は金欲しくないのか？それともこのくそゲーに課金するなの合図か？皆さんこのゲームに課金するためにsteamに課金するのはやめましょう僕は手遅れです(⌒∇⌒)てか運営直せ
178556387,japanese,0,1730983450,1730983450,9007,29912,0,1,3,0,0.532710313796997,0,1,0,0,普通に楽しみたいだけなんだけど  ローンチロイヤルとかカジュアルとかわけてくれないかな
170009412,japanese,0,1721146173,1721146173,144025,217043,0,1,2,0,0.5,0,1,0,0,やらない方がいい
137836968,japanese,0,1683306868,1683306868,68442,87887,0,2,5,0,0.5378897786140441,0,1,0,0,辞めた方がいい
223897378,japanese,0,1776934683,1781456625,97743,97743,75,1,3,0,0.5258620381355285,0,1,0,0,ゲームパッド 障害者 ホモ パーティー キモい ゲーム
174054867,japanese,0,1725274049,1727446828,89869,105760,0,1,3,0,0.5238095521926879,0,1,0,0,チーデス、コントロールで好きな武器を使わせてほしい 
122576276,japanese,1,1663755816,1663755816,1759,3268,0,2,0,0,0.5,0,1,0,0,good!  
90996399,japanese,1,1619518082,1619518082,10143,138629,134,2,0,0,0.5,0,1,0,0,saikou
99828602,japanese,1,1632391120,1632391120,52305,166671,0,1,0,0,0.5,0,1,0,0,ごみげー
213723644,japanese,0,1766234823,1766234823,16374,18867,0,1,0,0,0.5,0,1,0,0,ゴミ  
188050562,japanese,0,1739717560,1739717560,60095,65068,0,1,2,0,0.4741379618644714,0,1,0,0,かてない
227212875,japanese,1,1780640440,1780640440,15345,17679,0,1,0,0,0.5,0,1,0,0,p
148666807,japanese,1,1697976096,1697976096,1674,23005,21,1,0,0,0.5,0,1,0,0,挂多但好玩
100623387,japanese,0,1633533665,1633533665,13185,33814,0,1,1,0,0.5,0,1,0,0,ロビー画面でＣＰＵ使用率が100％になる。俺は悪くない。絶対に。
138126491,japanese,0,1683787063,1683787063,3401,25476,76,3,1,1,0.5238095521926879,0,1,0,0,гавноу
143684665,japanese,0,1691536946,1691536946,18105,21820,0,1,0,0,0.5,0,1,0,0,ゲーム◎ 運営✕
132877858,japanese,1,1676439711,1676439764,40101,91296,41,8,0,0,0.5,0,1,0,0,UIやゲーム性がよく、始めた人でもたのしめる 
101323823,japanese,0,1634696980,1634696980,6388,19446,0,2,0,0,0.5,0,1,0,0,kidoudekinaikarabetuge-sitahougaii
80062140,japanese,0,1606353853,1721789188,49346,50416,0,4,1,0,0.5238095521926879,0,1,0,0,gomi
144855021,japanese,0,1692795493,1692795493,8084,32926,7,2,0,0,0.5,0,1,0,0,重生，你母死了，今晚开了10把退了10把
116459760,japanese,1,1654326380,1654326380,58557,86655,0,2,11,8,0.5949569344520568,0,1,0,0,アプデが来るたびにバグが増える神ゲー
186536882,japanese,0,1737989712,1737989712,117031,123507,0,1,2,0,0.5029239654541015,0,1,0,0,FFコラボとかいうゴミコラボやめろ
180780557,japanese,1,1732889706,1732889706,121227,152556,0,1,1,0,0.5238095521926879,0,1,0,0,バグで落とされ-200食らうかみげー 
102522787,japanese,1,1636523877,1636523877,5621,8069,69,3,0,0,0.5,0,1,0,0,Its a good game buy it NOW
208127678,japanese,1,1762000266,1762000266,487,719,0,1,1,0,0.5,0,1,0,0,キャラの能力がわかりにくい  武器がわかりにくかった  
111919798,japanese,0,1646922078,1743520023,4115,21399,0,87,0,0,0.4872881174087524,0,1,0,0,2022/03/10 全実績達成記念 あぺぺぺぺ 起動オプションに -novid -dev を追加すると耳が壊れない
215482780,japanese,0,1767881262,1767881262,3896,4610,0,2,0,0,0.5,0,1,0,0,すぐバグる  
232176688,japanese,0,1786006010,1786006010,27332,29272,0,1,2,0,0.509433925151825,0,1,0,0,起動できません
109807900,japanese,1,1644350631,1644350631,123,64178,0,11,8,10,0.5919715762138366,0,1,0,0,このゲームで人生狂いました
124025614,japanese,0,1666099463,1666099463,5828,13675,0,2,0,0,0.5,0,1,0,0,勝手にエラーで落ちて放棄ペナルティ入るのなんででしょうか？ なぜ修正ができないのでしょうか？何年前からこのエラーを放置しているんですか？
224876983,japanese,1,1778048470,1778048470,531,2239,0,1,0,0,0.4938271641731262,0,1,0,0,gg
173918218,japanese,1,1725126588,1726592355,46423,132407,0,1,1,1,0.4877284467220306,0,1,0,0,キャラの挙動がおかしくなるバグが起きた際、直そうと再ロードしたら放棄ペナルティーをくらい、ランクポイントを２倍のマイナスをされた
204967494,japanese,0,1758566914,1758566914,9310,14189,0,1,1,0,0.5,0,1,0,0,鯖落ちが多すぎる
185269258,japanese,0,1736525653,1783096282,170237,171933,32,8,0,0,0.5,0,1,0,0,運営がダイヤ以上だけソロキューにしたせいで フルパを組んでスマーフをするゲームになりました。
142798420,japanese,1,1690324916,1690324916,59202,154948,0,1,0,0,0.5,0,1,0,0,saikou  
198451718,japanese,1,1751198836,1751198836,7338,20630,0,1,0,0,0.5,0,1,0,0,omoroi  
99360876,japanese,1,1631653723,1631653723,3719,7475,6,1,0,0,0.4782608747482299,0,1,0,0,
90402876,japanese,1,1618578848,1618578848,341,18721,0,8,0,0,0.5,0,1,0,0,とてもサイバーチックなFPSゲームです。UIも見やすくとても愉快なキャラクターたちがいて楽しいです。 まだまだエイムは苦手ではありますが、このゲームも割と当てやすいと言えば当てやすいです(ただし防御力が高いので少しコツはいりますが。
200087458,japanese,0,1752850522,1752850522,154851,167046,0,4,0,0,0.4783549606800079,0,1,0,0,クレーバーとアッシュがなくなったら良ゲー
171549466,japanese,1,1722952148,1722952148,64956,112561,0,1,0,0,0.5,0,1,0,0,oooo
233201847,japanese,0,1787152856,1787152856,18466,22183,0,2,0,0,0.5,0,1,0,0,バグだったりチーターだったり起動が遅かったりよくわからないけどやると面白い
112460003,japanese,1,1647680255,1647680255,65324,95753,57,1,0,0,0.5,0,1,0,0,iii
170870791,japanese,0,1722074219,1722074219,56600,73956,0,3,1,0,0.5,0,1,0,0,
132069361,japanese,0,1675352726,1675352726,71230,304063,0,2,10,0,0.5014721155166625,0,1,0,0,結論、お勧めはできません。スピード感あるFPSであり、ゲームシステムは素晴らしいです。 残念ながらデバイスによって不公平感が強すぎるゲームとなっております。 PAD使用者のみ理不尽なエイムアシストというオートエイム機能があり、１００％人力のキーマウ勢が軒並み引退しております。結論、デバイスWIN(PAD)状態です。 また、このエイムアシストが要因でチート利用者の判別が難しくなっておりチートが蔓延しております。ルーキー鯖にはサブ垢組が常駐しており、新規参入者には易しくありません。 スキンについても運営のやる気のなさが露呈され、再販、色違い程度しか販売されていなく今のデザイナーはセンスのかけらもありません。 モバイル版は一年もたたずに終了しましたが、このままでは本家も厳しやもしれません。   
170631441,japanese,0,1721830426,1721830426,111107,128467,8,1,4,0,0.4642857015132904,0,1,0,0,ゲーム性は唯一無二だがそのうえで運営が数年間胡坐をかき続けているゲームです。一生バグもバランスも治りません。このプレイ時間の内2割でももっと勉強や趣味のギターに割けばよかったと感じています。
120616008,japanese,0,1660484893,1660484893,11604,226028,0,2,3,0,0.5245993137359619,0,1,0,0,初心者がほとんどいないため、今から始めるには遅いかも
168552402,japanese,1,1719716736,1719716736,12354,90014,3,1,0,0,0.5,0,1,0,0,楽しい
158519646,japanese,1,1708166696,1708166696,2180,7395,0,1,0,0,0.5,0,1,0,0,omoshiroi
116672922,japanese,0,1654690407,1654690407,1479,20650,0,6,1,0,0.5098039507865905,0,1,0,0,楽しくないです
101371236,japanese,1,1634783507,1634783507,7498,31685,0,1,0,0,0.4741379022598266,0,1,0,0,めっちゃいいゲーム this game is just SO GOOD
111044553,japanese,1,1645854853,1645854853,395,57544,0,3,0,0,0.5,0,1,0,0,楽しいです
117355151,japanese,1,1655819816,1655819816,5194,28154,0,1,0,0,0.5,0,1,0,0,iup
229846884,japanese,1,1783428337,1783428390,68893,73668,0,1,1,1,0.5238095521926879,0,1,0,0,うんち
198899767,japanese,1,1751610755,1751610755,50754,61852,0,1,0,0,0.4761904776096343,0,1,0,0,FPSの中ではかなりストレスが少なく、FPSをやったことのない初心者でも始めやすいゲームだと思います。
79670303,japanese,1,1606065991,1606065991,5939,88214,68,6,0,1,0.5,0,1,0,0,Faster Faster Faster !!
112088076,japanese,0,1647148366,1647148366,768,24256,0,4,0,0,0.5,0,1,0,0,こわれた
171564442,japanese,1,1722965425,1722965425,84307,137078,0,1,0,0,0.5,0,1,0,0,-  
161406032,japanese,1,1711336502,1711336502,215,3666,0,1,1,0,0.4901960790157318,0,1,0,0,最高！  
232082318,japanese,1,1785889799,1785889799,35759,38601,0,1,0,0,0.5,0,1,0,0,武器、キャラのインフレがすごいゲーム  漁夫の多さをどうにかしてほしい
111437368,japanese,0,1646302876,1646302876,32791,103527,0,1,3,0,0.5220162272453308,0,1,0,0,足音が聞こえない新感覚FPSがやりたいそこのあなたに是非！
232051869,japanese,1,1785859136,1785859136,15116,23665,0,1,0,0,0.492613136768341,0,1,0,0,とても素晴らしいゲームです  見るものすべてが新しく友達と協力して買った時の幸福感は以上です！  
109870715,japanese,1,1644434864,1644434864,1033,53979,6,1,4,0,0.5191709399223327,0,1,0,0,立ち回りが面白い
83116727,japanese,1,1608906276,1608906276,3331,62425,0,1,0,0,0.5,0,1,0,0,初めて遊んだFPSで長く楽しんで遊んでます。
120871879,japanese,1,1660892955,1660892955,30622,47726,0,1,0,0,0.5,0,1,0,0,最高 
108069398,koreana,1,1642265462,1677339956,1219,5517,0,1,0,0,0.5,0,1,0,0,d
113890618,koreana,0,1650025851,1721228472,7263,54680,0,106,0,0,0.5,0,1,0,0,코이츠 서버가 쓰레기인 wwwwwwwwwwwwww 코이츠 스킨 보면 돈 벌 생각이 없는 wwwwwwwwwwwwww
118061379,koreana,1,1656767727,1656767727,446,1195,47,5,0,0,0.5,0,1,0,0,배그처럼 핵쟁이가 많은것도 아니고 억까가 생각보다 없음 진짜 잘만든 게임
185567952,koreana,0,1736849870,1736849870,11967,13017,0,1,0,0,0.5,0,1,0,0,.
141382168,koreana,1,1688574348,1688574348,67014,67342,8,3,0,0,0.5,0,1,0,0,1000시간 부터 재밌음
120650412,koreana,1,1660530210,1660530210,1745,71279,107,7,0,0,0.5,0,1,0,0,하이페리온 업뎃이후 그래픽카드 오류가 생김
115449130,koreana,1,1652544444,1652544444,10141,28724,0,6,0,0,0.5,0,1,0,0,250 핑으로겜하고 캐릭터들은 pc범벅 그런데도 이겜을 하는이유는 재밌기 때문이다
130099300,koreana,1,1672830181,1672830181,2638,3396,0,32,0,0,0.5,0,1,0,0,저는 FPS 고자입니다 그래도 재밌습니다 ㅠㅜ...
209694850,koreana,1,1763649722,1763649722,692,781,54,6,1,0,0.5081967115402221,0,1,0,0,카스만하다가 이런 배틀로얄게임 처음인데 생각보다 재미잇네요 ㅎㅎ
130617090,koreana,1,1673416463,1673416463,18905,39055,0,2,0,0,0.5,0,1,0,0,fun  but server trash aimbot
171416500,koreana,1,1722771565,1722771565,19865,35391,35,9,0,0,0.4761904776096343,0,1,0,0,재미는 100퍼센트 보장
124982763,koreana,1,1667645884,1667645884,1139,1181,0,17,0,0,0.5,0,1,0,0,
123320836,koreana,1,1664852667,1664852667,4095,8683,50,4,0,0,0.5,0,1,0,0,할만혀
162347224,koreana,1,1712420724,1712420724,1737,2256,230,10,0,0,0.5,0,1,0,0,쏘고 달리고 쓸리고 죽고 이걸 1000000만번 반복하면 되는 게임  
131720075,koreana,1,1674908027,1674908027,21588,29976,0,2,0,0,0.5,0,1,0,0,게임만 재밌음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 서버나 핵같은 나머지 운영들은 다 별로긴한데 게임은 재밌기만 하면 되지 않나라는 생각에서 추천
220278073,koreana,1,1773068130,1773068130,138766,145386,149,8,0,1,0.5,0,1,0,0,사출시트 가동! 으아악!! 나 당했어!!
148661375,koreana,0,1697969227,1789921189,92462,92720,0,1,1,0,0.5238095521926879,1,1,0,0,궁금한게있는데요 그놈의 패드는 왜자꾸 같이 처 매칭시키려드는거에요?
111837113,koreana,1,1646790729,1666744394,2268,6609,295,44,0,0,0.5,0,1,0,0,재밌다!
167967228,koreana,0,1719107583,1720317731,60687,67177,0,13,0,0,0.5,0,1,0,0,망겜
187433212,koreana,1,1738986076,1738986076,2299,2564,0,38,1,0,0.4647887349128723,0,1,0,0,"게임이 왤케 바뀐건지는 모르겠지만, 할만함!"
124457121,koreana,1,1666858190,1666858190,27390,42710,0,24,0,0,0.5,0,1,0,0,캐릭터 와꾸만큼이나 대단한 게임성
154782631,koreana,0,1703920542,1703920542,77466,93732,75,2,0,1,0.5,0,1,0,0,좆애미뒤진게임
111522895,koreana,0,1646406131,1648643410,8797,42365,0,5,0,0,0.5,0,1,0,0,패드련들엄지다도려네
134791713,koreana,1,1679026387,1679026387,19803,30231,224,32,0,0,0.5,0,1,0,0,재미는있는데 문제가 너무 많은게임
139629753,koreana,1,1686042352,1686042352,9941,53141,0,1,0,0,0.5,0,1,0,0,최근에 복귀하긴 했지만 여전히 잼씀 장점은 오버워치처럼 낙뎀이 없고 이만큼 속도감 있는 FPS게임이 별로 없다는 게 가장 크고 단점은 가끔 게임을 돌리다가 로스가 발생한다는건데 로스가 조금이라도 있어도 속도를 기반으로 한 무빙이나 총쏘기 등을 제대로 못해서 어디서 누가 뭘 어떻게 때리는지도 모르고 의문사 하는 경우가 있음 근데 이거 말고는 실력 조금만 키워도 게임 재밌게 즐길 수 있는 것들이라 훈련장에서 조금 감 잡고 돌리는 걸 추천함
141097368,koreana,0,1688264702,1715335164,39712,50919,0,9,1,0,0.5034482479095458,0,1,0,0,시즌초 xim 에임 어시스트 컨버터 판치는데 하드웨어라 절대 못잡는 망겜임 패드 보정 삭제 해라
136729602,koreana,1,1681550288,1681550380,41815,51950,80,3,3,0,0.5074294209480285,0,1,0,0,에이펙스! 야스보다 좋다!
123223563,koreana,1,1664718529,1664718529,16512,46500,10,1,0,1,0.5,0,1,0,0, 너무 재밌네요
115886021,koreana,1,1653292684,1653292684,24370,30766,309,3,0,0,0.5,0,1,0,0,똥겜
127820109,koreana,0,1670053365,1721236415,23164,82712,38,4,0,0,0.5,0,1,0,0,스캇겜
186347675,koreana,1,1737782127,1737782127,6490,20042,33,9,1,0,0.5238095521926879,0,1,0,0,존나재밌음
